STATISTIC Label,Year,Number of Bedrooms,Property Type,Location,UNIT,VALUE
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,661.13
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,863.52
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,645.81
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,536.87
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,523.53
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,558.09
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,517.84
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,501.79
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,490.81
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,551.62
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,545.04
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1176.49
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,885.54
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1472.33
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1662.22
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1640.89
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1029.05
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1288.67
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1519.63
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1419.09
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1338.27
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1051.72
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1050.81
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,990.77
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1423.96
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1163.41
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1910.53
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1243.55
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1026.99
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,968.95
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1108.83
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1751.96
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1218.69
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,968.44
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1452.26
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1060.26
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1079.87
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1339.18
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1152.57
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1337.89
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1197.4
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,956.59
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1107.67
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1234.02
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1684.66
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1908.4
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1599.08
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1176.31
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1827.07
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1120.72
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1134.3
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1150.84
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1149.6
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1417.56
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1283.43
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1449.33
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1595.0
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1420.5
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1239.8
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1426.46
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1310.84
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1338.9
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1209.07
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1394.04
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1056.97
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1017.43
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1135.67
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1175.4
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,980.45
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1072.65
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1014.79
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1095.54
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1032.63
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1147.24
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1110.94
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1206.47
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1158.83
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1087.8
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1144.47
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1003.73
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1003.83
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1042.97
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,986.79
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1143.04
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1059.14
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1013.33
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1033.99
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1157.61
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1079.45
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1116.77
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1152.21
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1069.89
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1196.82
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1456.2
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1399.97
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1601.55
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1396.59
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1713.29
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1311.09
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1061.66
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1045.54
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1081.2
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1113.51
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1058.14
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1055.78
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,995.66
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1047.46
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1237.14
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1244.89
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1393.56
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1173.27
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1271.85
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1254.67
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1038.94
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1352.72
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1250.97
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1636.26
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1282.31
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1283.66
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1072.97
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1063.28
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,977.68
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1045.73
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1139.33
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1118.98
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1109.26
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Dublin,Euro,1019.46
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,743.48
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,843.87
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,586.0
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,564.4
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,699.3
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,758.07
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,824.61
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,680.1
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,556.37
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,793.51
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,589.22
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,799.71
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,804.74
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,522.18
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,722.95
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,935.11
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,752.59
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,849.26
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,778.41
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,880.45
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,909.98
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,539.44
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,625.55
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,611.51
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,542.34
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,693.9
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,567.43
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,525.63
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,646.94
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,877.65
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,800.66
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,641.75
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,950.42
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,849.29
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,924.81
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,830.19
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,981.13
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,1037.23
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,723.62
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,892.08
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,863.11
RTB Average Monthly Rent Report,2010,All bedrooms,All Property Types,Rest of Country,Euro,866.9
